Ch,Circ,action,location,person,Author,Novel
0.19528112449799198,0.2700803212851406,0.043674698795180725,0.18875502008032127,0.30220883534136544,Булгаков,Собачье сердце
0.178060413354531,0.2363540010598834,0.05246422893481717,0.1595124536301007,0.37360890302066774,Булгаков,Собачье сердце
0.18811881188118812,0.25967596759675965,0.04635463546354635,0.19036903690369036,0.3154815481548155,Булгаков,Собачье сердце
0.14498567335243553,0.32320916905444125,0.029226361031518624,0.18911174785100288,0.3134670487106017,Булгаков,Собачье сердце
0.18046830382638493,0.2158766419189035,0.047401484865790974,0.1947458595088521,0.36150770988006853,Булгаков,Собачье сердце
0.1720759338640539,0.18922229026331905,0.039804041641151255,0.20330679730557258,0.39559093692590325,Булгаков,Собачье сердце
0.19117647058823528,0.22194989106753812,0.054466230936819175,0.18681917211328977,0.34558823529411764,Булгаков,Собачье сердце
0.19074262461851474,0.23194303153611392,0.08341810783316378,0.18209562563580875,0.3118006103763988,Булычев,Белое платье Золушки
0.19323943661971832,0.2180281690140845,0.07267605633802816,0.19154929577464788,0.3245070422535211,Булычев,Белое платье Золушки
0.16940581542351454,0.21175726927939317,0.07838179519595449,0.18963337547408343,0.35082174462705434,Булычев,Белое платье Золушки
0.17853042479908152,0.23076923076923078,0.0677382319173364,0.1865671641791045,0.33639494833524686,Булычев,Белое платье Золушки
0.19716646989374262,0.21133412042502953,0.0820543093270366,0.16587957497048406,0.3435655253837072,Булычев,Белое платье Золушки
0.193717277486911,0.19197207678883071,0.06980802792321117,0.2152414194299011,0.32926119837114604,Булычев,Белое платье Золушки
0.1896774193548387,0.1870967741935484,0.06774193548387097,0.19032258064516128,0.36516129032258066,Булычев,Белое платье Золушки
0.18470651588583736,0.17393645665051158,0.08669897684437264,0.19278406031233172,0.36187399030694667,Булычев,Белое платье Золушки
0.18401405357927098,0.21870882740447958,0.08739569609134827,0.1888449714536671,0.32103645147123405,Булычев,Гай-до
0.18981972428419935,0.21580063626723223,0.07370095440084835,0.18981972428419935,0.33085896076352067,Булычев,Гай-до
0.20155038759689922,0.1806797853309481,0.07990459153249851,0.18664281454979129,0.35122242098986284,Булычев,Гай-до
0.20946416144746,0.14822546972860126,0.08281141266527488,0.1697981906750174,0.38970076548364646,Булычев,Гай-до
0.2170886075949367,0.1620253164556962,0.09367088607594937,0.17531645569620252,0.3518987341772152,Булычев,Гай-до
0.20685111989459815,0.15349143610013175,0.0922266139657444,0.1712779973649539,0.3761528326745718,Булычев,Гай-до
0.2127946127946128,0.15824915824915825,0.07474747474747474,0.18653198653198652,0.36767676767676766,Булычев,Гай-до
